province_state,country_region,date,latitude,longitude,location_geom,confirmed,deaths,recovered,active
Niigata,Japan,2020-11-04,37.521819,138.918647,POINT(138.918647 37.521819),185,0,179,6
Oita,Japan,2020-11-04,33.200697,131.43323999999998,POINT(131.43324 33.200697),159,3,156,0
Okayama,Japan,2020-11-04,34.89246,133.826252,POINT(133.826252 34.89246),310,7,172,131
Okinawa,Japan,2020-11-04,25.768923,126.668016,POINT(126.668016 25.768923),3411,63,3026,322
Osaka,Japan,2020-11-04,34.620965000000005,135.507481,POINT(135.507481 34.620965),13191,246,11636,1309
Port Quarantine,Japan,2020-11-04,,,,1211,1,514,696
Saga,Japan,2020-11-04,33.286977,130.115738,POINT(130.115738 33.286977),264,0,256,8
Saitama,Japan,2020-11-04,35.997101,139.347635,POINT(139.347635 35.997101),5988,110,5439,439
Shiga,Japan,2020-11-04,35.215827000000012,136.138064,POINT(136.138064 35.215827),563,9,529,25
Shimane,Japan,2020-11-04,35.07076,132.55406399999998,POINT(132.554064 35.07076),141,0,141,0
Shizuoka,Japan,2020-11-04,34.916975,138.40778400000002,POINT(138.407784 34.916975),687,2,588,97
Tochigi,Japan,2020-11-04,36.689912,139.819213,POINT(139.819213 36.689912),493,1,466,26
Tokushima,Japan,2020-11-04,33.919178,134.242091,POINT(134.242091 33.919178),164,9,155,0
Tokyo,Japan,2020-11-04,35.711343,139.446921,POINT(139.446921 35.711343),31654,461,29227,1966
Tottori,Japan,2020-11-04,35.359069,133.863619,POINT(133.863619 35.359069),38,0,35,3
Toyama,Japan,2020-11-04,36.637464,137.26934599999998,POINT(137.269346 36.637464),423,26,396,1
Unknown,Japan,2020-11-04,,,,8,0,8,0
Wakayama,Japan,2020-11-04,33.911879,135.505446,POINT(135.505446 33.911879),278,4,262,12
Yamagata,Japan,2020-11-04,38.448396,140.102154,POINT(140.102154 38.448396),86,1,80,5
Yamaguchi,Japan,2020-11-04,34.201190000000004,131.573293,POINT(131.573293 34.20119),215,2,209,4
Yamanashi,Japan,2020-11-04,35.612364,138.61148899999998,POINT(138.611489 35.612364),221,6,196,19
,"Korea, South",2020-11-04,35.907757000000011,127.766922,POINT(127.766922 35.907757),27050,475,24735,1840
,Mongolia,2020-11-04,46.8625,103.8467,POINT(103.8467 46.8625),353,0,314,39
Anhui,China,2020-11-05,31.8257,117.2264,POINT(117.2264 31.8257),991,6,985,0
Beijing,China,2020-11-05,40.1824,116.4142,POINT(116.4142 40.1824),945,9,929,7
Chongqing,China,2020-11-05,30.0572,107.874,POINT(107.874 30.0572),589,6,580,3
Fujian,China,2020-11-05,26.0789,117.9874,POINT(117.9874 26.0789),446,1,415,30
Gansu,China,2020-11-05,35.7518,104.2861,POINT(104.2861 35.7518),180,2,168,10
Guangdong,China,2020-11-05,23.3417,113.4244,POINT(113.4244 23.3417),1941,8,1899,34
Guangxi,China,2020-11-05,23.8298,108.7881,POINT(108.7881 23.8298),260,2,258,0
Guizhou,China,2020-11-05,26.8154,106.8748,POINT(106.8748 26.8154),147,2,145,0
Hainan,China,2020-11-05,19.1959,109.7453,POINT(109.7453 19.1959),171,6,165,0
Hebei,China,2020-11-05,37.8957,114.9042,POINT(114.9042 37.8957),373,6,360,7
Heilongjiang,China,2020-11-05,47.862,127.7615,POINT(127.7615 47.862),949,13,935,1
Henan,China,2020-11-05,33.882,113.614,POINT(113.614 33.882),1286,22,1258,6
Hong Kong,China,2020-11-05,22.3,114.2,POINT(114.2 22.3),5355,107,5126,122
Hubei,China,2020-11-05,30.9756,112.2707,POINT(112.2707 30.9756),68143,4512,63627,4
Hunan,China,2020-11-05,27.6104,111.7088,POINT(111.7088 27.6104),1020,4,1015,1
Inner Mongolia,China,2020-11-05,44.0935,113.9448,POINT(113.9448 44.0935),300,1,270,29
Jiangsu,China,2020-11-05,32.9711,119.455,POINT(119.455 32.9711),674,0,666,8
Jiangxi,China,2020-11-05,27.614,115.7221,POINT(115.7221 27.614),935,1,934,0
Jilin,China,2020-11-05,43.6661,126.1923,POINT(126.1923 43.6661),157,2,155,0
Liaoning,China,2020-11-05,41.2956,122.6085,POINT(122.6085 41.2956),284,2,279,3
Macau,China,2020-11-05,22.1667,113.55,POINT(113.55 22.1667),46,0,46,0
Ningxia,China,2020-11-05,37.2692,106.1655,POINT(106.1655 37.2692),75,0,75,0
Qinghai,China,2020-11-05,35.7452,95.9956,POINT(95.9956 35.7452),18,0,18,0
Shaanxi,China,2020-11-05,35.1917,108.8701,POINT(108.8701 35.1917),459,3,428,28
Shandong,China,2020-11-05,36.3427,118.1498,POINT(118.1498 36.3427),848,7,838,3
Shanghai,China,2020-11-05,31.202,121.4491,POINT(121.4491 31.202),1223,7,1116,100
Shanxi,China,2020-11-05,37.5777,112.2922,POINT(112.2922 37.5777),216,0,211,5
Sichuan,China,2020-11-05,30.6171,102.7103,POINT(102.7103 30.6171),763,3,717,43
Tianjin,China,2020-11-05,39.3054,117.323,POINT(117.323 39.3054),275,3,259,13
Tibet,China,2020-11-05,31.6927,88.0924,POINT(88.0924 31.6927),1,0,1,0
Xinjiang,China,2020-11-05,41.1129,85.2401,POINT(85.2401 41.1129),980,3,899,78
Yunnan,China,2020-11-05,24.974,101.487,POINT(101.487 24.974),214,2,208,4
Zhejiang,China,2020-11-05,29.1832,120.0934,POINT(120.0934 29.1832),1288,1,1279,8
Aichi,Japan,2020-11-05,35.035551,137.211621,POINT(137.211621 35.035551),6543,95,5729,719
Akita,Japan,2020-11-05,39.748679,140.408228,POINT(140.408228 39.748679),67,0,60,7
Aomori,Japan,2020-11-05,40.781541,140.828896,POINT(140.828896 40.781541),264,4,172,88
Chiba,Japan,2020-11-05,35.510141,140.198917,POINT(140.198917 35.510141),5208,81,4745,382
Ehime,Japan,2020-11-05,33.624835,132.856842,POINT(132.856842 33.624835),116,6,110,0
Fukui,Japan,2020-11-05,35.846614,136.22465400000002,POINT(136.224654 35.846614),257,11,245,1
Fukuoka,Japan,2020-11-05,33.526032,130.666949,POINT(130.666949 33.526032),5245,103,5070,72
Fukushima,Japan,2020-11-05,37.378867,140.223295,POINT(140.223295 37.378867),409,6,367,36
Gifu,Japan,2020-11-05,35.778671,137.055925,POINT(137.055925 35.778671),710,12,650,48
Gunma,Japan,2020-11-05,36.504479,138.985605,POINT(138.985605 36.504479),913,20,838,55
Hiroshima,Japan,2020-11-05,34.605309000000005,132.788719,POINT(132.788719 34.605309),664,5,646,13
Hokkaido,Japan,2020-11-05,43.385711,142.552318,POINT(142.552318 43.385711),3555,112,2690,753
Hyogo,Japan,2020-11-05,35.039913,134.828057,POINT(134.828057 35.039913),3406,66,3071,269
Ibaraki,Japan,2020-11-05,36.303588,140.319591,POINT(140.319591 36.303588),789,19,723,47
Ishikawa,Japan,2020-11-05,36.769464,136.771027,POINT(136.771027 36.769464),815,49,746,20
Iwate,Japan,2020-11-05,39.593287,141.361777,POINT(141.361777 39.593287),29,0,25,4
Kagawa,Japan,2020-11-05,34.217292,133.969047,POINT(133.969047 34.217292),104,2,97,5
Kagoshima,Japan,2020-11-05,31.009484000000004,130.430665,POINT(130.430665 31.009484),505,13,463,29
Kanagawa,Japan,2020-11-05,35.415312,139.338983,POINT(139.338983 35.415312),9034,174,8198,662
Kochi,Japan,2020-11-05,33.422519,133.367307,POINT(133.367307 33.422519),144,4,139,1
Kumamoto,Japan,2020-11-05,32.608154,130.74523100000002,POINT(130.745231 32.608154),836,8,755,73
Kyoto,Japan,2020-11-05,35.253815,135.443341,POINT(135.443341 35.253815),2101,30,1953,118
Mie,Japan,2020-11-05,34.508018,136.376013,POINT(136.376013 34.508018),574,6,543,25
Miyagi,Japan,2020-11-05,38.446859,140.927086,POINT(140.927086 38.446859),822,3,567,252
Miyazaki,Japan,2020-11-05,32.193203999999994,131.299374,POINT(131.299374 32.193204),372,1,367,4
Nagano,Japan,2020-11-05,36.132134,138.045528,POINT(138.045528 36.132134),349,6,336,7
Nagasaki,Japan,2020-11-05,33.235712,129.608033,POINT(129.608033 33.235712),246,3,241,2
Nara,Japan,2020-11-05,34.317451,135.871644,POINT(135.871644 34.317451),694,10,615,69
Niigata,Japan,2020-11-05,37.521819,138.918647,POINT(138.918647 37.521819),185,0,180,5
Oita,Japan,2020-11-05,33.200697,131.43323999999998,POINT(131.43324 33.200697),159,3,156,0
Okayama,Japan,2020-11-05,34.89246,133.826252,POINT(133.826252 34.89246),315,7,172,136
Okinawa,Japan,2020-11-05,25.768923,126.668016,POINT(126.668016 25.768923),3438,64,3053,321
Osaka,Japan,2020-11-05,34.620965000000005,135.507481,POINT(135.507481 34.620965),13316,248,11923,1145
Port Quarantine,Japan,2020-11-05,,,,1216,1,514,701
Saga,Japan,2020-11-05,33.286977,130.115738,POINT(130.115738 33.286977),264,0,256,8
Saitama,Japan,2020-11-05,35.997101,139.347635,POINT(139.347635 35.997101),6020,111,5469,440
Shiga,Japan,2020-11-05,35.215827000000012,136.138064,POINT(136.138064 35.215827),584,9,530,45
Shimane,Japan,2020-11-05,35.07076,132.55406399999998,POINT(132.554064 35.07076),141,0,141,0
Shizuoka,Japan,2020-11-05,34.916975,138.40778400000002,POINT(138.407784 34.916975),690,2,596,92
Tochigi,Japan,2020-11-05,36.689912,139.819213,POINT(139.819213 36.689912),494,1,469,24
Tokushima,Japan,2020-11-05,33.919178,134.242091,POINT(134.242091 33.919178),164,9,155,0
Tokyo,Japan,2020-11-05,35.711343,139.446921,POINT(139.446921 35.711343),31923,463,29411,2049
Tottori,Japan,2020-11-05,35.359069,133.863619,POINT(133.863619 35.359069),38,0,36,2
Toyama,Japan,2020-11-05,36.637464,137.26934599999998,POINT(137.269346 36.637464),424,26,396,2
Unknown,Japan,2020-11-05,,,,8,0,8,0
Wakayama,Japan,2020-11-05,33.911879,135.505446,POINT(135.505446 33.911879),280,4,263,13
Yamagata,Japan,2020-11-05,38.448396,140.102154,POINT(140.102154 38.448396),86,1,81,4
Yamaguchi,Japan,2020-11-05,34.201190000000004,131.573293,POINT(131.573293 34.20119),223,2,209,12
Yamanashi,Japan,2020-11-05,35.612364,138.61148899999998,POINT(138.611489 35.612364),225,6,197,22
,"Korea, South",2020-11-05,35.907757000000011,127.766922,POINT(127.766922 35.907757),27195,476,24821,1898
,Mongolia,2020-11-05,46.8625,103.8467,POINT(103.8467 46.8625),356,0,314,42
Anhui,China,2020-11-06,31.8257,117.2264,POINT(117.2264 31.8257),991,6,985,0
Beijing,China,2020-11-06,40.1824,116.4142,POINT(116.4142 40.1824),945,9,929,7
Chongqing,China,2020-11-06,30.0572,107.874,POINT(107.874 30.0572),589,6,580,3
Fujian,China,2020-11-06,26.0789,117.9874,POINT(117.9874 26.0789),455,1,417,37
Gansu,China,2020-11-06,35.7518,104.2861,POINT(104.2861 35.7518),180,2,176,2
Guangdong,China,2020-11-06,23.3417,113.4244,POINT(113.4244 23.3417),1943,8,1902,33
Guangxi,China,2020-11-06,23.8298,108.7881,POINT(108.7881 23.8298),260,2,258,0
Guizhou,China,2020-11-06,26.8154,106.8748,POINT(106.8748 26.8154),147,2,145,0
Hainan,China,2020-11-06,19.1959,109.7453,POINT(109.7453 19.1959),171,6,165,0
Hebei,China,2020-11-06,37.8957,114.9042,POINT(114.9042 37.8957),373,6,360,7
Heilongjiang,China,2020-11-06,47.862,127.7615,POINT(127.7615 47.862),949,13,935,1
Henan,China,2020-11-06,33.882,113.614,POINT(113.614 33.882),1286,22,1258,6
Hong Kong,China,2020-11-06,22.3,114.2,POINT(114.2 22.3),5361,107,5131,123
Hubei,China,2020-11-06,30.9756,112.2707,POINT(112.2707 30.9756),68143,4512,63627,4
Hunan,China,2020-11-06,27.6104,111.7088,POINT(111.7088 27.6104),1020,4,1015,1
Inner Mongolia,China,2020-11-06,44.0935,113.9448,POINT(113.9448 44.0935),303,1,270,32
Jiangsu,China,2020-11-06,32.9711,119.455,POINT(119.455 32.9711),674,0,666,8
Jiangxi,China,2020-11-06,27.614,115.7221,POINT(115.7221 27.614),935,1,934,0
Jilin,China,2020-11-06,43.6661,126.1923,POINT(126.1923 43.6661),157,2,155,0
Liaoning,China,2020-11-06,41.2956,122.6085,POINT(122.6085 41.2956),284,2,279,3
Macau,China,2020-11-06,22.1667,113.55,POINT(113.55 22.1667),46,0,46,0
Ningxia,China,2020-11-06,37.2692,106.1655,POINT(106.1655 37.2692),75,0,75,0
Qinghai,China,2020-11-06,35.7452,95.9956,POINT(95.9956 35.7452),18,0,18,0
Shaanxi,China,2020-11-06,35.1917,108.8701,POINT(108.8701 35.1917),463,3,428,32
Shandong,China,2020-11-06,36.3427,118.1498,POINT(118.1498 36.3427),848,7,839,2
Shanghai,China,2020-11-06,31.202,121.4491,POINT(121.4491 31.202),1234,7,1122,105
Shanxi,China,2020-11-06,37.5777,112.2922,POINT(112.2922 37.5777),216,0,213,3
Sichuan,China,2020-11-06,30.6171,102.7103,POINT(102.7103 30.6171),767,3,722,42
Tianjin,China,2020-11-06,39.3054,117.323,POINT(117.323 39.3054),275,3,260,12
Tibet,China,2020-11-06,31.6927,88.0924,POINT(88.0924 31.6927),1,0,1,0
Xinjiang,China,2020-11-06,41.1129,85.2401,POINT(85.2401 41.1129),980,3,903,74
Yunnan,China,2020-11-06,24.974,101.487,POINT(101.487 24.974),214,2,208,4
Zhejiang,China,2020-11-06,29.1832,120.0934,POINT(120.0934 29.1832),1288,1,1279,8
Aichi,Japan,2020-11-06,35.035551,137.211621,POINT(137.211621 35.035551),6625,95,5749,781
Akita,Japan,2020-11-06,39.748679,140.408228,POINT(140.408228 39.748679),67,0,60,7
Aomori,Japan,2020-11-06,40.781541,140.828896,POINT(140.828896 40.781541),269,4,186,79
Chiba,Japan,2020-11-06,35.510141,140.198917,POINT(140.198917 35.510141),5250,82,4789,379
Ehime,Japan,2020-11-06,33.624835,132.856842,POINT(132.856842 33.624835),117,6,110,1
Fukui,Japan,2020-11-06,35.846614,136.22465400000002,POINT(136.224654 35.846614),258,11,245,2
Fukuoka,Japan,2020-11-06,33.526032,130.666949,POINT(130.666949 33.526032),5262,103,5077,82
Fukushima,Japan,2020-11-06,37.378867,140.223295,POINT(140.223295 37.378867),412,6,369,37
Gifu,Japan,2020-11-06,35.778671,137.055925,POINT(137.055925 35.778671),726,12,651,63
Gunma,Japan,2020-11-06,36.504479,138.985605,POINT(138.985605 36.504479),918,20,845,53
Hiroshima,Japan,2020-11-06,34.605309000000005,132.788719,POINT(132.788719 34.605309),667,5,647,15
Hokkaido,Japan,2020-11-06,43.385711,142.552318,POINT(142.552318 43.385711),3670,113,2727,830
Hyogo,Japan,2020-11-06,35.039913,134.828057,POINT(134.828057 35.039913),3455,66,3078,311
Ibaraki,Japan,2020-11-06,36.303588,140.319591,POINT(140.319591 36.303588),796,19,727,50
Ishikawa,Japan,2020-11-06,36.769464,136.771027,POINT(136.771027 36.769464),816,49,748,19
Iwate,Japan,2020-11-06,39.593287,141.361777,POINT(141.361777 39.593287),30,0,25,5
Kagawa,Japan,2020-11-06,34.217292,133.969047,POINT(133.969047 34.217292),104,2,97,5
Kagoshima,Japan,2020-11-06,31.009484000000004,130.430665,POINT(130.430665 31.009484),518,13,464,41
Kanagawa,Japan,2020-11-06,35.415312,139.338983,POINT(139.338983 35.415312),9138,175,8262,701
Kochi,Japan,2020-11-06,33.422519,133.367307,POINT(133.367307 33.422519),144,4,139,1
Kumamoto,Japan,2020-11-06,32.608154,130.74523100000002,POINT(130.745231 32.608154),843,9,755,79
Kyoto,Japan,2020-11-06,35.253815,135.443341,POINT(135.443341 35.253815),2125,30,1969,126
Mie,Japan,2020-11-06,34.508018,136.376013,POINT(136.376013 34.508018),586,6,543,37
Miyagi,Japan,2020-11-06,38.446859,140.927086,POINT(140.927086 38.446859),835,3,573,259
Miyazaki,Japan,2020-11-06,32.193203999999994,131.299374,POINT(131.299374 32.193204),372,1,368,3
Nagano,Japan,2020-11-06,36.132134,138.045528,POINT(138.045528 36.132134),351,6,337,8
Nagasaki,Japan,2020-11-06,33.235712,129.608033,POINT(129.608033 33.235712),249,3,241,5
Nara,Japan,2020-11-06,34.317451,135.871644,POINT(135.871644 34.317451),713,10,618,85
Niigata,Japan,2020-11-06,37.521819,138.918647,POINT(138.918647 37.521819),186,0,181,5
Oita,Japan,2020-11-06,33.200697,131.43323999999998,POINT(131.43324 33.200697),160,3,156,1
Okayama,Japan,2020-11-06,34.89246,133.826252,POINT(133.826252 34.89246),329,7,185,137
Okinawa,Japan,2020-11-06,25.768923,126.668016,POINT(126.668016 25.768923),3459,64,3082,313
Osaka,Japan,2020-11-06,34.620965000000005,135.507481,POINT(135.507481 34.620965),13485,248,12014,1223
Port Quarantine,Japan,2020-11-06,,,,1224,1,514,709
Saga,Japan,2020-11-06,33.286977,130.115738,POINT(130.115738 33.286977),265,0,256,9
Saitama,Japan,2020-11-06,35.997101,139.347635,POINT(139.347635 35.997101),6134,111,5515,508
Shiga,Japan,2020-11-06,35.215827000000012,136.138064,POINT(136.138064 35.215827),593,9,532,52
Shimane,Japan,2020-11-06,35.07076,132.55406399999998,POINT(132.554064 35.07076),141,0,141,0
Shizuoka,Japan,2020-11-06,34.916975,138.40778400000002,POINT(138.407784 34.916975),725,2,603,120
Tochigi,Japan,2020-11-06,36.689912,139.819213,POINT(139.819213 36.689912),496,1,470,25
Tokushima,Japan,2020-11-06,33.919178,134.242091,POINT(134.242091 33.919178),167,9,155,3
Tokyo,Japan,2020-11-06,35.711343,139.446921,POINT(139.446921 35.711343),32165,463,29615,2087
Tottori,Japan,2020-11-06,35.359069,133.863619,POINT(133.863619 35.359069),41,0,36,5
Toyama,Japan,2020-11-06,36.637464,137.26934599999998,POINT(137.269346 36.637464),424,26,396,2
Unknown,Japan,2020-11-06,,,,8,0,8,0
Wakayama,Japan,2020-11-06,33.911879,135.505446,POINT(135.505446 33.911879),280,4,263,13
Yamagata,Japan,2020-11-06,38.448396,140.102154,POINT(140.102154 38.448396),86,1,81,4
Yamaguchi,Japan,2020-11-06,34.201190000000004,131.573293,POINT(131.573293 34.20119),223,2,210,11
Yamanashi,Japan,2020-11-06,35.612364,138.61148899999998,POINT(138.611489 35.612364),229,6,198,25
,"Korea, South",2020-11-06,35.907757000000011,127.766922,POINT(127.766922 35.907757),27284,477,24910,1897
,Mongolia,2020-11-06,46.8625,103.8467,POINT(103.8467 46.8625),357,0,314,43
Anhui,China,2020-11-07,31.8257,117.2264,POINT(117.2264 31.8257),991,6,985,0
Beijing,China,2020-11-07,40.1824,116.4142,POINT(116.4142 40.1824),945,9,929,7
Chongqing,China,2020-11-07,30.0572,107.874,POINT(107.874 30.0572),589,6,580,3
Fujian,China,2020-11-07,26.0789,117.9874,POINT(117.9874 26.0789),456,1,418,37
Gansu,China,2020-11-07,35.7518,104.2861,POINT(104.2861 35.7518),180,2,176,2
Guangdong,China,2020-11-07,23.3417,113.4244,POINT(113.4244 23.3417),1945,8,1902,35
Guangxi,China,2020-11-07,23.8298,108.7881,POINT(108.7881 23.8298),260,2,258,0
Guizhou,China,2020-11-07,26.8154,106.8748,POINT(106.8748 26.8154),147,2,145,0
Hainan,China,2020-11-07,19.1959,109.7453,POINT(109.7453 19.1959),171,6,165,0
Hebei,China,2020-11-07,37.8957,114.9042,POINT(114.9042 37.8957),373,6,361,6
Heilongjiang,China,2020-11-07,47.862,127.7615,POINT(127.7615 47.862),949,13,935,1
Henan,China,2020-11-07,33.882,113.614,POINT(113.614 33.882),1286,22,1258,6
Hong Kong,China,2020-11-07,22.3,114.2,POINT(114.2 22.3),5364,107,5139,118
Hubei,China,2020-11-07,30.9756,112.2707,POINT(112.2707 30.9756),68147,4512,63627,8
Hunan,China,2020-11-07,27.6104,111.7088,POINT(111.7088 27.6104),1020,4,1015,1
Inner Mongolia,China,2020-11-07,44.0935,113.9448,POINT(113.9448 44.0935),303,1,271,31
Jiangsu,China,2020-11-07,32.9711,119.455,POINT(119.455 32.9711),674,0,666,8
Jiangxi,China,2020-11-07,27.614,115.7221,POINT(115.7221 27.614),935,1,934,0
Jilin,China,2020-11-07,43.6661,126.1923,POINT(126.1923 43.6661),157,2,155,0
Liaoning,China,2020-11-07,41.2956,122.6085,POINT(122.6085 41.2956),284,2,279,3
Macau,China,2020-11-07,22.1667,113.55,POINT(113.55 22.1667),46,0,46,0
Ningxia,China,2020-11-07,37.2692,106.1655,POINT(106.1655 37.2692),75,0,75,0
Qinghai,China,2020-11-07,35.7452,95.9956,POINT(95.9956 35.7452),18,0,18,0
Shaanxi,China,2020-11-07,35.1917,108.8701,POINT(108.8701 35.1917),472,3,429,40
Shandong,China,2020-11-07,36.3427,118.1498,POINT(118.1498 36.3427),848,7,839,2
Shanghai,China,2020-11-07,31.202,121.4491,POINT(121.4491 31.202),1241,7,1136,98
Shanxi,China,2020-11-07,37.5777,112.2922,POINT(112.2922 37.5777),217,0,213,4
Sichuan,China,2020-11-07,30.6171,102.7103,POINT(102.7103 30.6171),769,3,724,42
Tianjin,China,2020-11-07,39.3054,117.323,POINT(117.323 39.3054),275,3,263,9
Tibet,China,2020-11-07,31.6927,88.0924,POINT(88.0924 31.6927),1,0,1,0
Xinjiang,China,2020-11-07,41.1129,85.2401,POINT(85.2401 41.1129),980,3,915,62
Yunnan,China,2020-11-07,24.974,101.487,POINT(101.487 24.974),214,2,208,4
Zhejiang,China,2020-11-07,29.1832,120.0934,POINT(120.0934 29.1832),1290,1,1279,10
Aichi,Japan,2020-11-07,35.035551,137.211621,POINT(137.211621 35.035551),6738,95,5806,837
Akita,Japan,2020-11-07,39.748679,140.408228,POINT(140.408228 39.748679),67,0,60,7
Aomori,Japan,2020-11-07,40.781541,140.828896,POINT(140.828896 40.781541),271,4,196,71
Chiba,Japan,2020-11-07,35.510141,140.198917,POINT(140.198917 35.510141),5311,82,4813,416
Ehime,Japan,2020-11-07,33.624835,132.856842,POINT(132.856842 33.624835),117,6,110,1
Fukui,Japan,2020-11-07,35.846614,136.22465400000002,POINT(136.224654 35.846614),258,11,245,2
Fukuoka,Japan,2020-11-07,33.526032,130.666949,POINT(130.666949 33.526032),5270,103,5080,87
Fukushima,Japan,2020-11-07,37.378867,140.223295,POINT(140.223295 37.378867),413,6,369,38
Gifu,Japan,2020-11-07,35.778671,137.055925,POINT(137.055925 35.778671),729,12,654,63
Gunma,Japan,2020-11-07,36.504479,138.985605,POINT(138.985605 36.504479),924,20,857,47
Hiroshima,Japan,2020-11-07,34.605309000000005,132.788719,POINT(132.788719 34.605309),670,5,648,17
Hokkaido,Japan,2020-11-07,43.385711,142.552318,POINT(142.552318 43.385711),3857,113,2780,964
Hyogo,Japan,2020-11-07,35.039913,134.828057,POINT(134.828057 35.039913),3486,66,3103,317
Ibaraki,Japan,2020-11-07,36.303588,140.319591,POINT(140.319591 36.303588),806,19,731,56
Ishikawa,Japan,2020-11-07,36.769464,136.771027,POINT(136.771027 36.769464),819,49,752,18
Iwate,Japan,2020-11-07,39.593287,141.361777,POINT(141.361777 39.593287),30,0,26,4
Kagawa,Japan,2020-11-07,34.217292,133.969047,POINT(133.969047 34.217292),105,2,98,5
Kagoshima,Japan,2020-11-07,31.009484000000004,130.430665,POINT(130.430665 31.009484),523,13,464,46
Kanagawa,Japan,2020-11-07,35.415312,139.338983,POINT(139.338983 35.415312),9275,178,8351,746
Kochi,Japan,2020-11-07,33.422519,133.367307,POINT(133.367307 33.422519),144,4,139,1
Kumamoto,Japan,2020-11-07,32.608154,130.74523100000002,POINT(130.745231 32.608154),847,9,766,72
Kyoto,Japan,2020-11-07,35.253815,135.443341,POINT(135.443341 35.253815),2145,30,1972,143
Mie,Japan,2020-11-07,34.508018,136.376013,POINT(136.376013 34.508018),594,6,544,44
Miyagi,Japan,2020-11-07,38.446859,140.927086,POINT(140.927086 38.446859),853,4,597,252
